date,open,high,low,close,tic
2018-08-20,300.19,303.92,281.98,282.65,ETH
2018-08-20,0.2991,0.3055,0.2915,0.3008,LINK
2018-08-20,0.02206,0.02253,0.02133,0.02152,TRX
2018-08-20,0.3431,0.3505,0.3284,0.3369,XRP
2018-08-21,0.09694,0.09694,0.09106,0.09413,ADA
2018-08-21,9.76,9.88,9.39,9.61,BNB
2018-08-21,6432.37,6505.77,6250.04,6469.49,BTC
2018-08-21,19.03,19.03,17.66,18.36,BTG
2018-08-21,0.002508,0.00251,0.0024,0.002485,DOGE
2018-08-21,282.65,285.78,269.42,279.13,ETH
2018-08-21,0.3008,0.3358,0.2831,0.3156,LINK
2018-08-21,0.02152,0.02152,0.01988,0.02081,TRX
2018-08-21,0.3368,0.3373,0.3135,0.333,XRP
2018-08-22,0.09406,0.1013,0.08837,0.08983,ADA
2018-08-22,9.61,10.28,9.31,9.43,BNB
2018-08-22,6469.12,6883.46,6316.57,6380.15,BTC
2018-08-22,18.36,19.95,18.03,18.12,BTG
2018-08-22,0.002485,0.002599,0.002256,0.00235,DOGE
2018-08-22,279.13,298.83,262.45,266.83,ETH
2018-08-22,0.3163,0.35,0.3021,0.3133,LINK
2018-08-22,0.02081,0.02206,0.0198,0.02059,TRX
2018-08-22,0.3329,0.3546,0.3108,0.3222,XRP
2018-08-23,0.08995,0.09255,0.0872,0.09223,ADA
2018-08-23,9.44,9.72,9.23,9.64,BNB
2018-08-23,6379.45,6493.77,6265.58,6486.26,BTC
2018-08-23,18.12,18.58,17.84,18.37,BTG
2018-08-23,0.00235,0.0025,0.002313,0.00243,DOGE
2018-08-23,266.6,280.43,259.81,274.5,ETH
2018-08-23,0.312,0.3222,0.3011,0.3153,LINK
2018-08-23,0.02059,0.02062,0.01921,0.02045,TRX
2018-08-23,0.3224,0.3272,0.3132,0.3235,XRP
2018-08-24,0.09242,0.0944,0.09069,0.09373,ADA
2018-08-24,9.64,10.15,9.58,10.12,BNB
2018-08-24,6485.91,6718.95,6485.69,6704.59,BTC
2018-08-24,18.37,19.55,18.32,19.18,BTG
2018-08-24,0.00243,0.0025,0.00241,0.002484,DOGE
2018-08-24,274.39,283.09,270.3,282.36,ETH
2018-08-24,0.3153,0.3397,0.3132,0.3387,LINK
2018-08-24,0.02045,0.0216,0.02042,0.02151,TRX
2018-08-24,0.3236,0.3293,0.3153,0.3278,XRP
2018-08-25,0.09371,0.09477,0.0921,0.09405,ADA
2018-08-25,10.12,10.27,9.97,10.11,BNB
2018-08-25,6703.12,6807.12,6684.21,6717.96,BTC
2018-08-25,19.18,20.96,19.1,20.12,BTG
2018-08-25,0.002484,0.0025,0.00236,0.002462,DOGE
2018-08-25,282.35,283.05,276.76,277.97,ETH
2018-08-25,0.3386,0.3419,0.3204,0.3204,LINK
2018-08-25,0.02151,0.02257,0.02089,0.0221,TRX
2018-08-25,0.328,0.3319,0.3223,0.3267,XRP
2018-08-26,0.09391,0.09508,0.09085,0.09244,ADA
2018-08-26,10.11,10.26,9.78,10.21,BNB
2018-08-26,6717.49,6793.17,6592.58,6698.3,BTC
2018-08-26,20.12,20.38,19.03,19.41,BTG
2018-08-26,0.002462,0.002529,0.002385,0.002461,DOGE
2018-08-26,277.94,280.08,269.57,272.36,ETH
2018-08-26,0.321,0.3392,0.3039,0.3286,LINK
2018-08-26,0.0221,0.02311,0.0212,0.0225,TRX
2018-08-26,0.3268,0.3286,0.3185,0.3227,XRP
2018-08-27,0.09243,0.09893,0.09229,0.09734,ADA
2018-08-27,10.21,11.34,10.12,11.11,BNB
2018-08-27,6698.07,6779.35,6677.05,6745.97,BTC
2018-08-27,19.41,20.53,19.31,20.42,BTG
2018-08-27,0.002461,0.0026,0.002461,0.002461,DOGE
2018-08-27,272.37,279.46,271.91,276.68,ETH
2018-08-27,0.3286,0.333,0.3229,0.3304,LINK
2018-08-27,0.0225,0.02443,0.02243,0.02443,TRX
2018-08-27,0.3227,0.331,0.3216,0.3288,XRP
2018-08-28,0.09749,0.1074,0.09741,0.1049,ADA
2018-08-28,11.11,11.55,10.79,11.42,BNB
2018-08-28,6746.62,7136.57,6738.63,7074.82,BTC
2018-08-28,20.33,22.41,20.18,21.74,BTG
2018-08-28,0.002461,0.0027,0.002461,0.002695,DOGE
2018-08-28,276.68,296.16,276.64,294.0,ETH
2018-08-28,0.3304,0.3408,0.3249,0.3368,LINK
2018-08-28,0.02443,0.02787,0.02408,0.02703,TRX
2018-08-28,0.3289,0.357,0.3289,0.3513,XRP
2018-08-29,0.1049,0.1092,0.1013,0.1083,ADA
2018-08-29,11.42,11.55,10.79,11.18,BNB
2018-08-29,7075.24,7135.91,6945.28,7071.78,BTC
2018-08-29,21.74,23.12,21.24,23.03,BTG
2018-08-29,0.002695,0.00272,0.002553,0.002644,DOGE
2018-08-29,293.94,297.68,284.39,291.19,ETH
2018-08-29,0.3368,0.3382,0.3135,0.3187,LINK
2018-08-29,0.02703,0.02733,0.02465,0.02587,TRX
2018-08-29,0.351,0.3545,0.3388,0.3475,XRP
2018-08-30,0.1083,0.109,0.09683,0.1004,ADA
2018-08-30,11.17,11.26,10.38,10.69,BNB
2018-08-30,7071.07,7079.22,6820.57,6951.36,BTC
2018-08-30,23.03,23.12,21.23,21.77,BTG
2018-08-30,0.002644,0.003212,0.002626,0.0031,DOGE
2018-08-30,291.2,291.2,272.4,283.55,ETH
2018-08-30,0.3187,0.32,0.2876,0.3044,LINK
2018-08-30,0.02587,0.02639,0.02323,0.0246,TRX
2018-08-30,0.3475,0.3477,0.3233,0.3336,XRP
2018-08-31,0.1004,0.1035,0.09884,0.1019,ADA
2018-08-31,10.69,10.98,10.6,10.95,BNB
2018-08-31,6953.47,7094.97,6903.4,7039.96,BTC
2018-08-31,21.77,22.84,21.52,22.49,BTG
2018-08-31,0.0031,0.00446,0.003,0.004,DOGE
2018-08-31,283.55,284.72,276.61,282.68,ETH
2018-08-31,0.3044,0.3307,0.2972,0.3255,LINK
2018-08-31,0.0246,0.02643,0.02436,0.02543,TRX
2018-08-31,0.3335,0.3407,0.3276,0.3346,XRP
2018-09-01,0.1019,0.112,0.1014,0.1071,ADA
2018-09-01,10.95,11.56,10.93,11.41,BNB
2018-09-01,7040.46,7268.83,7015.32,7195.81,BTC
2018-09-01,22.49,22.86,21.06,22.37,BTG
2018-09-01,0.004,0.006489,0.004,0.005833,DOGE
2018-09-01,282.37,302.24,281.3,297.29,ETH
2018-09-01,0.3247,0.3349,0.3195,0.3299,LINK
2018-09-01,0.02543,0.02719,0.02532,0.02649,TRX
2018-09-01,0.3346,0.3536,0.3334,0.3464,XRP
2018-09-02,0.1071,0.1098,0.1034,0.106,ADA
2018-09-02,11.41,11.54,11.11,11.23,BNB
2018-09-02,7195.74,7376.88,7144.83,7285.9,BTC
2018-09-02,22.36,22.38,21.31,21.71,BTG
2018-09-02,0.005833,0.006468,0.0044,0.004779,DOGE
2018-09-02,297.31,299.38,289.35,293.75,ETH
2018-09-02,0.3299,0.3397,0.2998,0.311,LINK
2018-09-02,0.02649,0.02671,0.02476,0.02577,TRX
2018-09-02,0.3465,0.349,0.3362,0.3415,XRP
2018-09-03,0.106,0.1068,0.1023,0.1047,ADA
2018-09-03,11.24,11.48,11.08,11.35,BNB
2018-09-03,7286.55,7337.96,7205.04,7318.93,BTC
2018-09-03,21.71,22.08,21.28,21.56,BTG
2018-09-03,0.004779,0.005497,0.00477,0.005127,DOGE
2018-09-03,293.74,296.18,285.86,290.99,ETH
2018-09-03,0.31,0.3122,0.2946,0.3074,LINK
2018-09-03,0.02577,0.02594,0.02448,0.0252,TRX
2018-09-03,0.3415,0.3435,0.333,0.3383,XRP
2018-09-04,0.1048,0.1074,0.1035,0.1061,ADA
2018-09-04,11.35,11.46,11.21,11.38,BNB
2018-09-04,7318.95,7417.19,7246.88,7368.93,BTC
2018-09-04,21.56,22.12,21.33,21.65,BTG
2018-09-04,0.005127,0.005259,0.0049,0.005135,DOGE
2018-09-04,290.99,292.37,282.1,285.42,ETH
2018-09-04,0.3074,0.3084,0.2903,0.2925,LINK
2018-09-04,0.02523,0.02582,0.02497,0.02547,TRX
2018-09-04,0.3383,0.3407,0.3286,0.3323,XRP
2018-09-05,0.1061,0.1066,0.08801,0.093,ADA
2018-09-05,11.39,11.57,10.17,10.27,BNB
2018-09-05,7368.98,7399.76,6886.75,6941.77,BTC
2018-09-05,21.65,24.15,19.99,20.26,BTG
2018-09-05,0.005135,0.00545,0.0048,0.004968,DOGE
2018-09-05,285.45,287.54,239.64,243.72,ETH
2018-09-05,0.2921,0.3008,0.264,0.2827,LINK
2018-09-05,0.02547,0.02552,0.02159,0.02194,TRX
2018-09-05,0.3321,0.3331,0.283,0.2899,XRP
2018-09-06,0.093,0.093,0.08367,0.08574,ADA
2018-09-06,10.28,10.33,9.5,10.04,BNB
2018-09-06,6941.77,6941.77,6295.44,6447.34,BTC
2018-09-06,20.26,20.27,17.61,19.42,BTG
2018-09-06,0.004968,0.005077,0.00474,0.005038,DOGE
2018-09-06,243.73,243.73,211.59,224.27,ETH
2018-09-06,0.282,0.2851,0.2417,0.2664,LINK
2018-09-06,0.02194,0.02202,0.02011,0.02096,TRX
2018-09-06,0.2897,0.3047,0.2688,0.297,XRP
2018-09-07,0.08574,0.08936,0.08207,0.08336,ADA
2018-09-07,10.04,10.33,9.69,10.01,BNB
2018-09-07,6447.32,6547.5,6347.15,6432.4,BTC
2018-09-07,19.42,20.12,18.62,19.05,BTG
2018-09-07,0.005038,0.00546,0.00503,0.005373,DOGE
2018-09-07,224.27,234.03,213.96,217.47,ETH
2018-09-07,0.2673,0.294,0.2577,0.2625,LINK
2018-09-07,0.02096,0.0222,0.02014,0.02075,TRX
2018-09-07,0.297,0.304,0.2814,0.2907,XRP
2018-09-08,0.08331,0.08451,0.07725,0.07766,ADA
2018-09-08,10.01,10.13,9.32,9.46,BNB
2018-09-08,6433.32,6480.57,6135.87,6197.73,BTC
2018-09-08,19.05,20.2,18.61,18.77,BTG
2018-09-08,0.005373,0.005907,0.00534,0.00583,DOGE
2018-09-08,217.57,219.94,190.19,194.97,ETH
2018-09-08,0.2625,0.2762,0.2376,0.2405,LINK
2018-09-08,0.02075,0.02126,0.01876,0.01897,TRX
2018-09-08,0.2908,0.2937,0.2695,0.2737,XRP
2018-09-09,0.07766,0.0846,0.07365,0.07841,ADA
2018-09-09,9.46,9.76,9.21,9.63,BNB
2018-09-09,6197.63,6446.89,6161.83,6378.31,BTC
2018-09-09,18.77,19.94,18.01,19.47,BTG
2018-09-09,0.00583,0.006116,0.005644,0.00585,DOGE
2018-09-09,194.95,208.32,185.18,199.16,ETH
2018-09-09,0.2405,0.2571,0.2341,0.2486,LINK
2018-09-09,0.01897,0.0205,0.01885,0.01993,TRX
2018-09-09,0.2737,0.2908,0.2712,0.2808,XRP
2018-09-10,0.07839,0.07839,0.07163,0.07332,ADA
2018-09-10,9.62,9.75,9.32,9.41,BNB
2018-09-10,6376.58,6378.11,6223.61,6309.54,BTC
2018-09-10,19.47,19.8,19.13,19.39,BTG
2018-09-10,0.00585,0.00685,0.005735,0.006827,DOGE
2018-09-10,199.11,202.58,186.95,195.26,ETH
2018-09-10,0.2486,0.2558,0.2374,0.2479,LINK
2018-09-10,0.01993,0.02021,0.01887,0.0192,TRX
2018-09-10,0.2813,0.2817,0.2601,0.2658,XRP
2018-09-11,0.07325,0.07475,0.06605,0.06977,ADA
2018-09-11,9.42,9.61,9.12,9.34,BNB
2018-09-11,6309.34,6389.42,6199.58,6313.72,BTC
2018-09-11,19.39,19.81,18.83,19.07,BTG
2018-09-11,0.006827,0.0071,0.006051,0.006305,DOGE
2018-09-11,195.27,199.02,175.96,186.34,ETH
2018-09-11,0.2479,0.269,0.2369,0.2687,LINK
2018-09-11,0.0192,0.01984,0.01787,0.0184,TRX
2018-09-11,0.2657,0.2745,0.253,0.265,XRP
2018-09-12,0.06984,0.07027,0.06034,0.06444,ADA
2018-09-12,9.36,9.46,9.0,9.1,BNB
2018-09-12,6314.78,6357.57,6208.68,6311.54,BTC
2018-09-12,19.07,19.54,18.32,19.1,BTG
2018-09-12,0.006305,0.006598,0.006222,0.006477,DOGE
2018-09-12,186.33,186.57,167.67,180.87,ETH
2018-09-12,0.2674,0.2724,0.2462,0.2538,LINK
2018-09-12,0.0184,0.0186,0.01716,0.01819,TRX
2018-09-12,0.265,0.2732,0.2535,0.266,XRP
2018-09-13,0.06443,0.075,0.06424,0.06922,ADA
2018-09-13,9.1,9.71,9.09,9.51,BNB
2018-09-13,6311.54,6531.2,6311.54,6468.04,BTC
2018-09-13,19.1,20.9,19.03,20.2,BTG
2018-09-13,0.006477,0.006872,0.006443,0.006493,DOGE
2018-09-13,180.83,211.83,180.61,205.04,ETH
2018-09-13,0.2538,0.2787,0.2531,0.2683,LINK
2018-09-13,0.01819,0.02059,0.01805,0.01981,TRX
2018-09-13,0.266,0.2855,0.266,0.2777,XRP
2018-09-14,0.0692,0.07123,0.06539,0.06888,ADA
2018-09-14,9.52,10.1,9.5,9.98,BNB
2018-09-14,6469.23,6588.84,6409.99,6516.89,BTC
2018-09-14,20.2,20.76,19.66,20.74,BTG
2018-09-14,0.006493,0.006842,0.006,0.006218,DOGE
2018-09-14,204.97,223.95,202.92,214.79,ETH
2018-09-14,0.2685,0.2753,0.2612,0.2681,LINK
2018-09-14,0.01981,0.02063,0.01892,0.01996,TRX
2018-09-14,0.2779,0.2849,0.2722,0.279,XRP
2018-09-15,0.06888,0.07059,0.0674,0.06887,ADA
2018-09-15,9.98,10.24,9.88,10.15,BNB
2018-09-15,6516.33,6572.75,6473.72,6509.6,BTC
2018-09-15,20.74,20.8,20.11,20.37,BTG
2018-09-15,0.006218,0.0064,0.006066,0.006172,DOGE
2018-09-15,214.87,227.47,208.4,220.77,ETH
2018-09-15,0.2681,0.2803,0.2656,0.2668,LINK
2018-09-15,0.01987,0.02041,0.01962,0.0199,TRX
2018-09-15,0.2788,0.2845,0.2759,0.2802,XRP
2018-09-16,0.06893,0.07235,0.06602,0.06985,ADA
2018-09-16,10.15,10.17,9.73,9.88,BNB
2018-09-16,6508.72,6533.73,6408.94,6502.68,BTC
2018-09-16,20.37,21.21,19.93,21.03,BTG
2018-09-16,0.006172,0.006667,0.006106,0.006455,DOGE
2018-09-16,220.73,223.36,208.11,219.67,ETH
2018-09-16,0.2668,0.283,0.2613,0.2756,LINK
2018-09-16,0.0199,0.02012,0.01921,0.02001,TRX
2018-09-16,0.2803,0.2821,0.2745,0.2809,XRP
2018-09-17,0.06985,0.07234,0.06276,0.06361,ADA
2018-09-17,9.88,10.03,9.27,9.34,BNB
2018-09-17,6502.08,6535.81,6218.12,6254.27,BTC
2018-09-17,21.03,21.41,19.77,20.51,BTG
2018-09-17,0.006455,0.006581,0.00615,0.006278,DOGE
2018-09-17,219.68,224.79,192.57,196.56,ETH
2018-09-17,0.2757,0.286,0.2627,0.2695,LINK
2018-09-17,0.02001,0.02029,0.01811,0.01836,TRX
2018-09-17,0.2809,0.2834,0.2669,0.2685,XRP
2018-09-18,0.06361,0.07022,0.06211,0.06835,ADA
2018-09-18,9.34,9.66,9.25,9.52,BNB
2018-09-18,6254.23,6393.24,6230.55,6334.9,BTC
2018-09-18,20.51,21.8,20.22,21.38,BTG
2018-09-18,0.006278,0.00642,0.005865,0.005865,DOGE
2018-09-18,196.69,214.64,194.13,208.31,ETH
2018-09-18,0.2695,0.3106,0.2681,0.2922,LINK
2018-09-18,0.01836,0.01964,0.01817,0.01912,TRX
2018-09-18,0.2685,0.3347,0.2682,0.318,XRP
2018-09-19,0.06836,0.07499,0.06649,0.07152,ADA
2018-09-19,9.52,9.8,9.25,9.63,BNB
2018-09-19,6335.14,6518.4,6131.69,6400.98,BTC
2018-09-19,21.38,21.73,20.54,21.16,BTG
2018-09-19,0.005865,0.0061,0.005447,0.005616,DOGE
2018-09-19,208.36,215.14,197.63,209.48,ETH
2018-09-19,0.2922,0.3457,0.286,0.3304,LINK
2018-09-19,0.01912,0.02018,0.01871,0.01961,TRX
2018-09-19,0.318,0.335,0.311,0.3251,XRP
2018-09-20,0.07157,0.07743,0.0708,0.07738,ADA
2018-09-20,9.62,9.98,9.58,9.98,BNB
2018-09-20,6400.28,6524.53,6362.48,6524.53,BTC
2018-09-20,21.16,21.36,20.82,21.21,BTG
2018-09-20,0.005616,0.005926,0.005607,0.005747,DOGE
2018-09-20,209.63,215.36,206.98,214.34,ETH
2018-09-20,0.3304,0.4289,0.3258,0.3825,LINK
2018-09-20,0.01961,0.02103,0.01955,0.02077,TRX
2018-09-20,0.3252,0.4476,0.3216,0.4468,XRP
2018-09-21,0.07734,0.08825,0.07301,0.0868,ADA
2018-09-21,9.98,10.46,9.9,10.32,BNB
2018-09-21,6521.42,6784.85,6483.82,6729.2,BTC
2018-09-21,21.21,23.08,21.08,22.49,BTG
2018-09-21,0.005747,0.0059,0.0055,0.005679,DOGE
2018-09-21,214.38,251.91,212.13,244.28,ETH
2018-09-21,0.3822,0.384,0.3377,0.3521,LINK
2018-09-21,0.02077,0.02621,0.02066,0.02414,TRX
2018-09-21,0.4426,0.7784,0.4278,0.5465,XRP
2018-09-22,0.0868,0.088,0.08002,0.08323,ADA
2018-09-22,10.32,10.59,10.01,10.2,BNB
2018-09-22,6728.98,6833.21,6633.94,6695.81,BTC
2018-09-22,22.49,23.13,22.06,22.44,BTG
2018-09-22,0.005679,0.005882,0.0055,0.005775,DOGE
2018-09-22,244.3,254.57,233.13,239.03,ETH
2018-09-22,0.3521,0.3608,0.3229,0.3353,LINK
2018-09-22,0.02414,0.02549,0.02236,0.02319,TRX
2018-09-22,0.5473,0.6255,0.4923,0.5606,XRP
2018-09-23,0.08323,0.09433,0.08252,0.0895,ADA
2018-09-23,10.19,10.41,10.13,10.23,BNB
2018-09-23,6695.76,6768.43,6664.55,6679.9,BTC
2018-09-23,22.44,23.09,22.19,22.8,BTG
2018-09-23,0.005775,0.005878,0.005552,0.005846,DOGE
2018-09-23,239.03,249.35,237.24,241.48,ETH
2018-09-23,0.3354,0.3497,0.3319,0.3355,LINK
2018-09-23,0.02319,0.02479,0.02302,0.02353,TRX
2018-09-23,0.5607,0.5985,0.5542,0.5633,XRP
2018-09-24,0.0895,0.0935,0.0829,0.0853,ADA
2018-09-24,10.23,10.32,9.92,10.13,BNB
2018-09-24,6680.28,6717.38,6577.74,6621.2,BTC
2018-09-24,22.8,23.0,22.16,22.36,BTG
2018-09-24,0.005846,0.006,0.005651,0.005807,DOGE
2018-09-24,241.48,245.79,230.13,233.23,ETH
2018-09-24,0.3363,0.3555,0.3304,0.3495,LINK
2018-09-24,0.02353,0.02419,0.02202,0.02254,TRX
2018-09-24,0.5634,0.5822,0.5101,0.5191,XRP
2018-09-25,0.0853,0.0855,0.07476,0.07825,ADA
2018-09-25,10.13,10.13,9.37,9.62,BNB
2018-09-25,6620.78,6620.78,6335.21,6395.11,BTC
2018-09-25,22.36,22.37,21.55,21.91,BTG
2018-09-25,0.005807,0.0059,0.0057,0.0059,DOGE
2018-09-25,233.14,233.16,203.51,217.47,ETH
2018-09-25,0.3492,0.3555,0.3161,0.3239,LINK
2018-09-25,0.02254,0.02256,0.02015,0.02088,TRX
2018-09-25,0.5191,0.5192,0.4363,0.4795,XRP
2018-09-26,0.07825,0.08312,0.0741,0.07926,ADA
2018-09-26,9.62,9.91,9.54,9.67,BNB
2018-09-26,6394.74,6543.77,6381.48,6476.34,BTC
2018-09-26,21.91,24.69,21.75,23.97,BTG
2018-09-26,0.0059,0.0059,0.00573,0.005824,DOGE
2018-09-26,217.42,222.52,207.31,215.56,ETH
2018-09-26,0.3236,0.3727,0.3151,0.3403,LINK
2018-09-26,0.02111,0.022,0.02036,0.02098,TRX
2018-09-26,0.4801,0.5707,0.4686,0.5128,XRP
2018-09-27,0.07925,0.08963,0.07783,0.0874,ADA
2018-09-27,9.67,10.13,9.59,10.07,BNB
2018-09-27,6476.27,6731.68,6434.94,6715.88,BTC
2018-09-27,23.97,29.38,23.25,27.12,BTG
2018-09-27,0.005824,0.006149,0.005712,0.006066,DOGE
2018-09-27,215.52,233.87,210.09,231.65,ETH
2018-09-27,0.3407,0.3547,0.3294,0.3492,LINK
2018-09-27,0.02098,0.02299,0.02062,0.0228,TRX
2018-09-27,0.5125,0.5541,0.4957,0.55,XRP
2018-09-28,0.0874,0.09,0.083,0.08425,ADA
2018-09-28,10.07,10.29,9.79,9.96,BNB
2018-09-28,6716.78,6803.95,6547.05,6648.31,BTC
2018-09-28,27.12,28.73,25.24,27.45,BTG
2018-09-28,0.006066,0.00611,0.00588,0.005981,DOGE
2018-09-28,231.65,233.91,215.04,220.32,ETH
2018-09-28,0.3493,0.352,0.325,0.3381,LINK
2018-09-28,0.0228,0.02308,0.02132,0.0221,TRX
2018-09-28,0.5507,0.5513,0.5167,0.5352,XRP
2018-09-29,0.08425,0.088,0.0791,0.08491,ADA
2018-09-29,9.96,10.05,9.72,9.99,BNB
2018-09-29,6648.74,6657.44,6474.64,6595.8,BTC
2018-09-29,27.45,27.77,25.45,26.06,BTG
2018-09-29,0.005981,0.006046,0.00585,0.0059,DOGE
2018-09-29,220.31,236.61,213.71,231.28,ETH
2018-09-29,0.3382,0.3399,0.3265,0.3312,LINK
2018-09-29,0.0221,0.02227,0.0212,0.02194,TRX
2018-09-29,0.5352,0.5951,0.5251,0.5758,XRP
2018-09-30,0.08491,0.088,0.0842,0.08484,ADA
2018-09-30,9.99,10.16,9.84,9.91,BNB
2018-09-30,6595.82,6741.89,6548.26,6582.18,BTC
2018-09-30,26.06,26.67,25.65,25.67,BTG
2018-09-30,0.0059,0.006,0.00586,0.005969,DOGE
2018-09-30,231.28,238.59,226.4,228.63,ETH
2018-09-30,0.3312,0.3376,0.3204,0.3294,LINK
2018-09-30,0.02194,0.0227,0.0218,0.02201,TRX
2018-09-30,0.5758,0.6217,0.5596,0.5698,XRP
2018-10-01,0.08484,0.09,0.08101,0.08618,ADA
2018-10-01,9.91,10.07,9.84,9.94,BNB
2018-10-01,6581.9,6662.6,6515.27,6593.12,BTC
2018-10-01,25.67,26.29,25.03,25.64,BTG
2018-10-01,0.005969,0.0061,0.00588,0.005986,DOGE
2018-10-01,228.59,235.35,224.75,230.61,ETH
2018-10-01,0.3294,0.3354,0.323,0.3272,LINK
2018-10-01,0.02201,0.02258,0.0216,0.02211,TRX
2018-10-01,0.5697,0.6043,0.5339,0.5868,XRP
2018-10-02,0.08626,0.0881,0.0823,0.0851,ADA
2018-10-02,9.94,10.44,9.82,10.41,BNB
2018-10-02,6593.23,6618.78,6479.53,6551.55,BTC
2018-10-02,25.64,25.92,25.21,25.59,BTG
2018-10-02,0.005986,0.0061,0.005878,0.005878,DOGE
2018-10-02,230.61,231.6,222.55,226.14,ETH
2018-10-02,0.3272,0.3294,0.3169,0.3216,LINK
2018-10-02,0.02211,0.02252,0.02181,0.02202,TRX
2018-10-02,0.5869,0.5873,0.5405,0.5455,XRP
2018-10-03,0.0851,0.0852,0.07894,0.08191,ADA
2018-10-03,10.41,10.65,10.01,10.17,BNB
2018-10-03,6551.54,6566.36,6429.75,6446.35,BTC
2018-10-03,25.59,25.69,25.0,25.35,BTG
2018-10-03,0.005878,0.00593,0.005688,0.005698,DOGE
2018-10-03,226.16,227.61,215.9,217.35,ETH
2018-10-03,0.3215,0.323,0.3064,0.3089,LINK
2018-10-03,0.02202,0.02239,0.02119,0.02134,TRX
2018-10-03,0.5455,0.5456,0.5073,0.5222,XRP
2018-10-04,0.08191,0.08547,0.08093,0.08179,ADA
2018-10-04,10.16,10.43,10.1,10.28,BNB
2018-10-04,6445.11,6620.79,6443.04,6580.36,BTC
2018-10-04,25.31,26.52,25.31,25.94,BTG
2018-10-04,0.005698,0.005899,0.00568,0.00568,DOGE
2018-10-04,215.08,226.12,215.08,221.01,ETH
2018-10-04,0.3083,0.3231,0.3078,0.3207,LINK
2018-10-04,0.02126,0.02369,0.02125,0.02264,TRX
2018-10-04,0.5203,0.548,0.5185,0.5284,XRP
2018-10-05,0.08179,0.08418,0.0801,0.08249,ADA
2018-10-05,10.28,10.75,10.2,10.66,BNB
2018-10-05,6578.77,6615.33,6548.24,6591.38,BTC
2018-10-05,25.94,28.34,25.62,26.92,BTG
2018-10-05,0.00568,0.005789,0.00555,0.005649,DOGE
2018-10-05,221.02,224.72,219.09,223.94,ETH
2018-10-05,0.3206,0.3684,0.3183,0.3439,LINK
2018-10-05,0.02264,0.02338,0.02218,0.02315,TRX
2018-10-05,0.5282,0.5322,0.5098,0.5157,XRP
2018-10-06,0.08249,0.08484,0.08072,0.08187,ADA
2018-10-06,10.66,10.76,10.32,10.44,BNB
2018-10-06,6591.38,6668.39,6563.33,6593.99,BTC
2018-10-06,26.92,29.84,26.92,27.79,BTG
2018-10-06,0.005649,0.00569,0.005453,0.005577,DOGE
2018-10-06,223.94,231.61,222.91,224.86,ETH
2018-10-06,0.3439,0.3825,0.3356,0.3401,LINK
2018-10-06,0.02315,0.02437,0.02277,0.02348,TRX
2018-10-06,0.5157,0.5293,0.4682,0.4837,XRP
2018-10-07,0.08187,0.08448,0.08025,0.08357,ADA
2018-10-07,10.44,10.52,10.28,10.44,BNB
2018-10-07,6593.99,6599.57,6535.26,6572.95,BTC
2018-10-07,27.79,28.36,26.83,26.99,BTG
2018-10-07,0.005577,0.00565,0.005511,0.005527,DOGE
2018-10-07,224.79,225.75,221.22,223.93,ETH
2018-10-07,0.3401,0.343,0.3327,0.335,LINK
2018-10-07,0.02348,0.02639,0.02322,0.02574,TRX
2018-10-07,0.4836,0.4896,0.4672,0.4742,XRP
2018-10-08,0.08357,0.0887,0.08094,0.08674,ADA
2018-10-08,10.45,10.67,10.45,10.56,BNB
2018-10-08,6573.85,6697.92,6565.06,6660.6,BTC
2018-10-08,26.99,28.08,26.85,27.68,BTG
2018-10-08,0.005527,0.005616,0.005525,0.005581,DOGE
2018-10-08,223.94,231.82,223.65,230.98,ETH
2018-10-08,0.3351,0.3495,0.3349,0.3464,LINK
2018-10-08,0.02574,0.02814,0.02544,0.02726,TRX
2018-10-08,0.4742,0.4998,0.4722,0.4925,XRP
2018-10-09,0.08674,0.08774,0.08423,0.08657,ADA
2018-10-09,10.56,10.59,10.23,10.36,BNB
2018-10-09,6660.55,6660.55,6589.53,6622.87,BTC
2018-10-09,27.68,27.82,26.81,27.2,BTG
2018-10-09,0.005581,0.005697,0.005549,0.005621,DOGE
2018-10-09,230.98,230.98,226.2,227.46,ETH
2018-10-09,0.3464,0.3471,0.3293,0.3398,LINK
2018-10-09,0.02726,0.0273,0.02538,0.02609,TRX
2018-10-09,0.4925,0.4925,0.4706,0.4774,XRP
2018-10-10,0.08657,0.08733,0.08298,0.08442,ADA
2018-10-10,10.36,10.4,10.17,10.3,BNB
2018-10-10,6622.8,6640.03,6489.16,6567.21,BTC
2018-10-10,27.2,27.28,26.31,26.66,BTG
2018-10-10,0.005621,0.005701,0.0056,0.005675,DOGE
2018-10-10,227.46,228.06,222.95,224.9,ETH
2018-10-10,0.3398,0.3615,0.3309,0.3554,LINK
2018-10-10,0.02609,0.0263,0.0246,0.02555,TRX
2018-10-10,0.4774,0.4843,0.4621,0.4656,XRP
2018-10-11,0.08442,0.08554,0.07086,0.07394,ADA
2018-10-11,10.3,10.33,9.28,9.39,BNB
2018-10-11,6566.91,6585.62,6173.1,6253.63,BTC
2018-10-11,26.66,26.69,24.02,24.41,BTG
2018-10-11,0.005675,0.005675,0.00486,0.004944,DOGE
2018-10-11,224.9,225.58,194.49,198.18,ETH
2018-10-11,0.3554,0.3557,0.3099,0.3121,LINK
2018-10-11,0.02555,0.02556,0.02163,0.02192,TRX
